channel,sku,shipment_id,quantity_sold,quantity_returned,gross_sale,taxes,net_sales,created_at
retail,SKU-04424,SHP-0007176,1,1,280,58.8,221.2,1.728637764E9
retail,SKU-09585,SHP-0005134,1,0,280,58.8,221.2,1.728690655E9
online,SKU-02130,SHP-0019019,1,0,280,58.8,221.2,1.75289416E9
online,SKU-07824,SHP-0019127,1,0,280,58.8,221.2,1.752896784E9
retail,SKU-03469,SHP-0019299,1,0,280,58.8,221.2,1.75290744E9
online,SKU-02130,SHP-0004097,1,0,280,58.8,221.2,1.752920021E9
online,SKU-07824,SHP-0014631,1,0,280,58.8,221.2,1.752930879E9
retail,SKU-08057,SHP-0025458,1,0,280,58.8,221.2,1.752933215E9
online,SKU-04882,SHP-0011659,1,0,280,58.8,221.2,1.752943953E9
online,SKU-05107,SHP-0008176,1,0,280,58.8,221.2,1.73848892E9
online,SKU-05107,SHP-0001620,1,1,280,58.8,221.2,1.738537298E9
online,SKU-01065,SHP-0007622,1,1,280,58.8,221.2,1.723638877E9
online,SKU-04424,SHP-0027427,1,1,280,58.8,221.2,1.742861553E9
online,SKU-07824,SHP-0012882,1,0,280,58.8,221.2,1.742870218E9
online,SKU-04135,SHP-0023257,1,0,280,58.8,221.2,1.742913877E9
online,SKU-07702,SHP-0007703,1,0,280,58.8,221.2,1.742934092E9
online,SKU-03469,SHP-0006704,1,0,280,58.8,221.2,1.751590746E9
retail,SKU-01677,SHP-0025370,1,0,280,58.8,221.2,1.751605684E9
online,SKU-04135,SHP-0029471,1,0,280,58.8,221.2,1.751652114E9
online,SKU-04882,SHP-0015355,1,0,280,58.8,221.2,1.761184561E9
online,SKU-03469,SHP-0024237,1,0,280,58.8,221.2,1.761190438E9
online,SKU-02497,SHP-0009714,1,0,280,58.8,221.2,1.761209946E9
online,SKU-08101,SHP-0002676,1,0,280,58.8,221.2,1.761220125E9
online,SKU-08057,SHP-0008612,1,0,280,58.8,221.2,1.761224603E9
retail,SKU-03469,SHP-0000697,1,1,280,58.8,221.2,1.761262529E9
retail,SKU-07824,SHP-0017943,1,0,280,58.8,221.2,1.725329746E9
retail,SKU-04135,SHP-0000616,1,0,280,58.8,221.2,1.725354577E9
online,SKU-97774,SHP-0005911,1,0,280,58.8,221.2,1.725361045E9
retail,SKU-96987,SHP-0010056,1,0,280,58.8,221.2,1.725379817E9
online,SKU-02497,SHP-0018768,1,1,280,58.8,221.2,1.725398938E9
online,SKU-07824,SHP-0011335,1,0,280,58.8,221.2,1.747528195E9
retail,SKU-08101,SHP-0022492,1,0,280,58.8,221.2,1.747563779E9
online,SKU-02130,SHP-0024535,1,0,280,58.8,221.2,1.747607077E9
online,SKU-07824,SHP-0023663,1,0,280,58.8,221.2,1.777516371E9
online,SKU-08396,SHP-0011435,1,0,280,58.8,221.2,1.777519966E9
retail,SKU-04882,SHP-0006204,1,0,280,58.8,221.2,1.777524546E9
online,SKU-09631,SHP-0002065,1,0,280,58.8,221.2,1.777538502E9
online,SKU-07824,SHP-0007623,1,0,280,58.8,221.2,1.77756887E9
retail,SKU-03469,SHP-9777195,1,0,280,58.8,221.2,1.772252651E9
online,SKU-04135,SHP-0010712,1,0,280,58.8,221.2,1.772269987E9
retail,SKU-09631,SHP-0021136,1,1,280,58.8,221.2,1.772312601E9
retail,SKU-08057,SHP-0005157,1,0,280,58.8,221.2,1.772317637E9
online,SKU-09585,SHP-0028333,1,1,280,58.8,221.2,1.735528425E9
online,SKU-09631,SHP-0027583,1,1,280,58.8,221.2,1.735562155E9
retail,SKU-07702,SHP-0020349,1,0,280,58.8,221.2,1.735578168E9
online,SKU-04135,SHP-0005985,1,1,280,58.8,221.2,1.735594316E9
retail,SKU-05107,SHP-0009300,1,0,280,58.8,221.2,1.735594412E9
retail,SKU-04135,SHP-0006245,1,1,280,58.8,221.2,1.720418306E9
online,SKU-02130,SHP-0018678,1,0,280,58.8,221.2,1.759232457E9
online,SKU-04424,SHP-0027527,1,0,280,58.8,221.2,1.759232474E9
online,SKU-07702,SHP-0010712,1,1,280,58.8,221.2,1.759247416E9
online,SKU-04882,SHP-9699779,1,1,280,58.8,221.2,1.759248152E9
online,SKU-02130,SHP-0014837,1,0,280,58.8,221.2,1.759250974E9
online,SKU-08101,SHP-0003083,1,0,280,58.8,221.2,1.759265728E9
retail,SKU-93225,SHP-0012875,1,0,280,58.8,221.2,1.759273153E9
online,SKU-02130,SHP-0029104,1,0,280,58.8,221.2,1.717048248E9
online,SKU-01065,SHP-0021512,1,0,280,58.8,221.2,1.717049467E9
online,SKU-07702,SHP-0010284,1,0,280,58.8,221.2,1.717101618E9
online,SKU-04882,SHP-0004431,1,0,280,58.8,221.2,1.717103983E9
online,SKU-03469,SHP-0002465,1,1,280,58.8,221.2,1.732337949E9
online,SKU-01677,SHP-0013757,1,0,280,58.8,221.2,1.732366389E9
online,SKU-08057,SHP-0023038,1,0,280,58.8,221.2,1.732370454E9
retail,SKU-02130,SHP-0021253,1,0,280,58.8,221.2,1.732377221E9
online,SKU-08057,SHP-0021139,1,0,280,58.8,221.2,1.732381075E9
online,SKU-07824,SHP-0019849,1,0,280,58.8,221.2,1.732404837E9
online,SKU-08057,SHP-0022222,1,1,280,58.8,221.2,1.724609772E9
online,SKU-04135,SHP-0014542,1,0,280,58.8,221.2,1.752454711E9
online,SKU-02497,SHP-0009017,1,1,280,58.8,221.2,1.752471128E9
online,SKU-02497,SHP-0001185,1,0,280,58.8,221.2,1.752472073E9
online,SKU-02130,SHP-0004592,1,0,280,58.8,221.2,1.752520445E9
online,SKU-01065,SHP-0023521,1,0,280,58.8,221.2,1.752536638E9
online,SKU-05107,SHP-0021005,1,0,280,58.8,221.2,1.776921007E9
retail,SKU-05107,SHP-0016563,1,1,280,58.8,221.2,1.776941131E9
online,SKU-09585,SHP-0030000,1,0,280,58.8,221.2,1.776952937E9
online,SKU-02497,SHP-0018616,1,0,280,58.8,221.2,1.776957024E9
online,SKU-02497,SHP-0022701,1,0,280,58.8,221.2,1.721109874E9
online,SKU-08101,SHP-0013429,1,0,280,58.8,221.2,1.721168891E9
online,SKU-08101,SHP-0021374,1,0,280,58.8,221.2,1.732444643E9
retail,SKU-02130,SHP-0002293,1,1,280,58.8,221.2,1.732447432E9
online,SKU-04135,SHP-0018557,1,0,280,58.8,221.2,1.73245132E9
online,SKU-01677,SHP-0013177,1,0,280,58.8,221.2,1.732487598E9
online,SKU-07702,SHP-0018902,1,1,280,58.8,221.2,1.773642498E9
online,SKU-01065,SHP-0002054,1,0,280,58.8,221.2,1.72982381E9
online,SKU-02130,SHP-0010063,1,0,280,58.8,221.2,1.729834914E9
retail,SKU-04424,SHP-0029471,1,0,280,58.8,221.2,1.72986076E9
online,SKU-03469,SHP-0008788,1,1,280,58.8,221.2,1.729864044E9
retail,SKU-07702,SHP-0000835,1,0,280,58.8,221.2,1.729866853E9
online,SKU-03469,SHP-0029420,1,0,280,58.8,221.2,1.776648566E9
marketplace,SKU-03469,SHP-0002712,1,0,280,58.8,221.2,1.776661083E9
online,SKU-07824,SHP-0021732,1,0,280,58.8,221.2,1.776667618E9
retail,SKU-01677,SHP-0020598,1,0,280,58.8,221.2,1.776668732E9
retail,SKU-01677,SHP-0029992,1,0,280,58.8,221.2,1.776717679E9
online,SKU-04882,SHP-0013075,1,0,280,58.8,221.2,1.738828918E9
online,SKU-09585,SHP-0015836,1,0,280,58.8,221.2,1.738858452E9
online,SKU-08396,SHP-0025380,1,0,280,58.8,221.2,1.738871577E9
online,SKU-08057,SHP-0016302,1,1,280,58.8,221.2,1.738878148E9
online,SKU-08101,SHP-0012476,1,0,280,58.8,221.2,1.748998503E9
online,SKU-02497,SHP-0027092,1,0,280,58.8,221.2,1.749028393E9
online,SKU-08057,SHP-0009027,1,0,280,58.8,221.2,1.75029493E9
retail,SKU-02130,SHP-0022389,1,0,280,58.8,221.2,1.750304117E9
online,SKU-03469,SHP-0002112,1,0,280,58.8,221.2,1.750312486E9
online,SKU-08101,SHP-0021316,1,0,280,58.8,221.2,1.750345434E9
online,SKU-08396,SHP-0004869,1,1,280,58.8,221.2,1.750355317E9
online,SKU-01677,SHP-0012366,1,0,280,58.8,221.2,1.75035606E9
marketplace,SKU-08057,SHP-0018160,1,0,280,58.8,221.2,1.750369544E9
retail,SKU-07824,SHP-0000265,1,0,280,58.8,221.2,1.726894326E9
marketplace,SKU-01677,SHP-0006488,1,1,280,58.8,221.2,1.726920805E9
online,SKU-03469,SHP-0006230,1,0,280,58.8,221.2,1.738652207E9
online,SKU-04135,SHP-0012014,1,0,280,58.8,221.2,1.738676237E9
online,SKU-08101,SHP-0020003,1,0,280,58.8,221.2,1.738754146E9
online,SKU-05107,SHP-0015390,1,0,280,58.8,221.2,1.738767687E9
online,SKU-07702,SHP-0011215,1,1,280,58.8,221.2,1.738787443E9
online,SKU-09585,SHP-0029363,1,0,280,58.8,221.2,1.724903722E9
retail,SKU-02497,SHP-0007345,1,0,280,58.8,221.2,1.724908477E9
retail,SKU-04135,SHP-0009454,1,0,280,58.8,221.2,1.724915799E9
retail,SKU-04135,SHP-0006768,1,0,280,58.8,221.2,1.724933849E9
online,SKU-09631,SHP-0020498,1,0,280,58.8,221.2,1.72493524E9
online,SKU-02130,SHP-0023060,1,0,280,58.8,221.2,1.721196183E9
online,SKU-09631,SHP-0022010,1,0,280,58.8,221.2,1.721221631E9
online,SKU-04424,SHP-0019031,1,0,280,58.8,221.2,1.753500837E9
online,SKU-08396,SHP-0012880,1,0,280,58.8,221.2,1.753523987E9
online,SKU-09585,SHP-0021775,1,0,280,58.8,221.2,1.753534639E9
online,SKU-08396,SHP-0027794,1,1,280,58.8,221.2,1.772582342E9
retail,SKU-05107,SHP-0003891,1,0,280,58.8,221.2,1.721388305E9
online,SKU-07702,SHP-0029370,1,1,280,58.8,221.2,1.721394245E9
online,SKU-08396,SHP-0002438,1,0,280,58.8,221.2,1.721415787E9
online,SKU-09631,SHP-0025010,1,0,280,58.8,221.2,1.721423579E9
online,SKU-08057,SHP-9068515,1,1,280,58.8,221.2,1.751175777E9
online,SKU-03469,SHP-0020753,1,1,280,58.8,221.2,1.751216192E9
online,SKU-08057,SHP-0022019,1,0,280,58.8,221.2,1.75122059E9
online,SKU-05107,SHP-0016875,1,0,280,58.8,221.2,1.751234462E9
online,SKU-01677,SHP-0012499,1,1,280,58.8,221.2,1.770616014E9
online,SKU-08101,SHP-0009256,1,0,280,58.8,221.2,1.739842445E9
online,SKU-02130,SHP-0014996,1,0,280,58.8,221.2,1.739857599E9
retail,SKU-01677,SHP-0019638,1,0,280,58.8,221.2,1.739860411E9
online,SKU-01065,SHP-0026287,1,0,280,58.8,221.2,1.739865947E9
retail,SKU-09631,SHP-0011298,1,0,280,58.8,221.2,1.739893325E9
online,SKU-07824,SHP-0012816,1,1,280,58.8,221.2,1.728978322E9
online,SKU-08057,SHP-0015799,1,0,280,58.8,221.2,1.729006562E9
retail,SKU-02497,SHP-0013672,1,0,280,58.8,221.2,1.742567761E9
online,SKU-08057,SHP-0023370,1,0,280,58.8,221.2,1.74259799E9
online,SKU-02497,SHP-0017618,1,0,280,58.8,221.2,1.742778862E9
online,SKU-04135,SHP-0012371,1,1,280,58.8,221.2,1.742815068E9
online,SKU-09631,SHP-0023906,1,0,280,58.8,221.2,1.742841094E9
online,SKU-08396,SHP-0017088,1,1,280,58.8,221.2,1.742848805E9
retail,SKU-02130,SHP-0002918,1,0,280,58.8,221.2,1.742780454E9
retail,SKU-01065,SHP-0025866,1,0,280,58.8,221.2,1.742817076E9
retail,SKU-07824,SHP-0018289,1,0,280,58.8,221.2,1.732234399E9
online,SKU-05107,SHP-0018165,1,0,280,58.8,221.2,1.732245183E9
online,SKU-09585,SHP-0006600,1,0,280,58.8,221.2,1.732251352E9
online,SKU-01065,SHP-0026701,1,0,280,58.8,221.2,1.732253914E9
online,SKU-05107,SHP-0010473,1,1,280,58.8,221.2,1.732272272E9
online,SKU-05107,SHP-0021611,1,0,280,58.8,221.2,1.73229371E9
retail,SKU-07702,SHP-0009996,1,0,280,58.8,221.2,1.732300059E9
online,SKU-05107,SHP-0008736,1,0,280,58.8,221.2,1.732302245E9
online,SKU-04135,SHP-0018306,1,0,280,58.8,221.2,1.732313045E9
online,SKU-02497,SHP-0020297,1,1,280,58.8,221.2,1.77579152E9
online,SKU-08101,SHP-0017701,1,0,280,58.8,221.2,1.775796303E9
marketplace,SKU-03469,SHP-0001759,1,0,280,58.8,221.2,1.775825982E9
online,SKU-05107,SHP-0011512,1,0,280,58.8,221.2,1.775828372E9
online,SKU-07824,SHP-0014149,1,0,280,58.8,221.2,1.775835621E9
marketplace,SKU-02130,SHP-0015587,1,1,280,58.8,221.2,1.775847748E9
online,SKU-05107,SHP-0004550,1,0,280,58.8,221.2,1.752425921E9
online,SKU-03469,SHP-0004863,1,1,280,58.8,221.2,1.752432666E9
online,SKU-08396,SHP-0008651,1,0,280,58.8,221.2,1.742657711E9
online,SKU-02497,SHP-0026898,1,0,280,58.8,221.2,1.742670196E9
online,SKU-05107,SHP-0022100,1,0,280,58.8,221.2,1.761109123E9
online,SKU-08101,SHP-0020655,1,1,280,58.8,221.2,1.752650657E9
online,SKU-04424,SHP-0013712,1,0,280,58.8,221.2,1.727065436E9
retail,SKU-04424,SHP-0015681,1,0,280,58.8,221.2,1.727116611E9
marketplace,SKU-07824,SHP-0002413,1,0,280,58.8,221.2,1.727116913E9
retail,SKU-09631,SHP-0002525,1,0,280,58.8,221.2,1.72711921E9
online,SKU-09631,SHP-0026234,1,0,280,58.8,221.2,1.731205407E9
online,SKU-04135,SHP-0029579,1,0,280,58.8,221.2,1.73123219E9
online,SKU-01677,SHP-0016934,1,0,280,58.8,221.2,1.731234367E9
online,SKU-09585,SHP-0014500,1,0,280,58.8,221.2,1.731246807E9
retail,SKU-08101,SHP-0017088,1,1,280,58.8,221.2,1.731268802E9
online,SKU-01677,SHP-0001523,1,1,280,58.8,221.2,1.731275273E9
online,SKU-04424,SHP-0012766,1,0,280,58.8,221.2,1.751424955E9
online,SKU-05107,SHP-0000588,1,0,280,58.8,221.2,1.751443857E9
online,SKU-08057,SHP-0000830,1,0,280,58.8,221.2,1.751470487E9
online,SKU-07824,SHP-0001033,1,0,280,58.8,221.2,1.751479308E9
online,SKU-05107,SHP-0005988,1,0,280,58.8,221.2,1.753694612E9
online,SKU-04882,SHP-0015914,1,1,280,58.8,221.2,1.753707685E9
marketplace,SKU-08396,SHP-0003030,1,0,280,58.8,221.2,1.753709765E9
online,SKU-04882,SHP-0019114,1,0,280,58.8,221.2,1.75371644E9
online,SKU-05107,SHP-0001544,1,0,280,58.8,221.2,1.753719253E9
marketplace,SKU-08057,SHP-0016287,1,0,280,58.8,221.2,1.753737706E9
online,SKU-01065,SHP-0021591,1,0,280,58.8,221.2,1.726825678E9
retail,SKU-08101,SHP-0007664,1,0,280,58.8,221.2,1.726841465E9
online,SKU-08101,SHP-0024110,1,0,280,58.8,221.2,1.726866784E9
online,SKU-02130,SHP-9507021,1,1,280,58.8,221.2,1.723914861E9
online,SKU-09631,SHP-0004266,1,0,280,58.8,221.2,1.723915368E9
retail,SKU-05107,SHP-0023953,1,0,280,58.8,221.2,1.72779513E9
online,SKU-08057,SHP-0020672,1,0,280,58.8,221.2,1.74598505E9
retail,SKU-09631,SHP-0019495,1,0,280,58.8,221.2,1.745988624E9
retail,SKU-03469,SHP-0016580,1,0,280,58.8,221.2,1.746023042E9
online,SKU-03469,SHP-0017987,1,0,280,58.8,221.2,1.755944767E9
online,SKU-07824,SHP-0028667,1,0,280,58.8,221.2,1.755945769E9
online,SKU-08101,SHP-0003089,1,0,280,58.8,221.2,1.760065593E9
marketplace,SKU-03469,SHP-0027773,1,1,280,58.8,221.2,1.760090176E9
online,SKU-02497,SHP-0026713,1,0,280,58.8,221.2,1.760109559E9
online,SKU-08057,SHP-0014821,1,0,280,58.8,221.2,1.7601398E9
online,SKU-09631,SHP-0028854,1,0,280,58.8,221.2,1.735019311E9
retail,SKU-04424,SHP-0008242,1,0,280,58.8,221.2,1.735056379E9
online,SKU-08396,SHP-0005351,1,0,280,58.8,221.2,1.735059717E9
online,SKU-04882,SHP-0025245,1,0,280,58.8,221.2,1.736393153E9
retail,SKU-04424,SHP-0009754,1,0,280,58.8,221.2,1.770169315E9
online,SKU-08057,SHP-0012998,1,0,280,58.8,221.2,1.770170703E9
online,SKU-07702,SHP-0005046,1,0,280,58.8,221.2,1.770202893E9
online,SKU-08396,SHP-0020947,1,0,280,58.8,221.2,1.761278753E9
online,SKU-09585,SHP-0004747,1,0,280,58.8,221.2,1.761289374E9
online,SKU-02130,SHP-0017047,1,0,280,58.8,221.2,1.773388461E9
online,SKU-03469,SHP-0000181,1,1,280,58.8,221.2,1.752306365E9
online,SKU-09631,SHP-9009899,1,1,280,58.8,221.2,1.752315293E9
online,SKU-03469,SHP-0003718,1,0,280,58.8,221.2,1.752337485E9
online,SKU-07702,SHP-0002604,1,0,280,58.8,221.2,1.752348413E9
online,SKU-04424,SHP-0002715,1,0,280,58.8,221.2,1.738435546E9
retail,SKU-02497,SHP-0005281,1,0,280,58.8,221.2,1.770446123E9
retail,SKU-01065,SHP-0024921,1,0,280,58.8,221.2,1.77049644E9
online,SKU-08396,SHP-0004440,1,0,280,58.8,221.2,1.773128107E9
online,SKU-07702,SHP-0010717,1,1,280,58.8,221.2,1.773144938E9
online,SKU-97637,SHP-0012884,1,0,280,58.8,221.2,1.773167478E9
online,SKU-08396,SHP-0018044,1,1,280,58.8,221.2,1.773182308E9
online,SKU-07824,SHP-0024426,1,1,280,58.8,221.2,1.773450983E9
online,SKU-08101,SHP-0019014,1,0,280,58.8,221.2,1.773477046E9
retail,SKU-09631,SHP-0021850,1,0,280,58.8,221.2,1.773489803E9
marketplace,SKU-04424,SHP-0020369,1,0,280,58.8,221.2,1.773494472E9
online,SKU-08396,SHP-0028701,1,0,280,58.8,221.2,1.773506083E9
online,SKU-04135,SHP-9345722,1,0,280,58.8,221.2,1.717129595E9
online,SKU-05107,SHP-0028008,1,0,280,58.8,221.2,1.717132528E9
online,SKU-09585,SHP-0024589,1,0,280,58.8,221.2,1.717135265E9
retail,SKU-09585,SHP-0014253,1,1,280,58.8,221.2,1.717147374E9
online,SKU-01065,SHP-0025554,1,0,280,58.8,221.2,1.717167928E9
retail,SKU-07824,SHP-0015245,1,0,280,58.8,221.2,1.717193936E9
online,SKU-09631,SHP-0029568,1,1,280,58.8,221.2,1.739584049E9
retail,SKU-09631,SHP-0003303,1,0,280,58.8,221.2,1.739592231E9
online,SKU-05107,SHP-0029263,1,0,280,58.8,221.2,1.73960095E9
marketplace,SKU-04424,SHP-0006058,1,0,280,58.8,221.2,1.739609656E9
online,SKU-07702,SHP-0029599,1,0,280,58.8,221.2,1.753411535E9
retail,SKU-07702,SHP-0004561,1,0,280,58.8,221.2,1.75342311E9
online,SKU-09631,SHP-0025233,1,0,280,58.8,221.2,1.753447665E9
online,SKU-09585,SHP-0009499,1,0,280,58.8,221.2,1.753471347E9
online,SKU-09631,SHP-0022477,1,0,280,58.8,221.2,1.764210721E9
online,SKU-08101,SHP-0000799,1,0,280,58.8,221.2,1.764224537E9
retail,SKU-09585,SHP-0026772,1,0,280,58.8,221.2,1.764225621E9
online,SKU-01065,SHP-0006333,1,0,280,58.8,221.2,1.764242519E9
online,SKU-08396,SHP-0006320,1,0,280,58.8,221.2,1.764275085E9
marketplace,SKU-07702,SHP-0008159,1,0,280,58.8,221.2,1.742709121E9
online,SKU-07702,SHP-0008399,1,1,280,58.8,221.2,1.742729786E9
online,SKU-01677,SHP-0023136,1,0,280,58.8,221.2,1.759727131E9
online,SKU-04135,SHP-0007580,1,0,280,58.8,221.2,1.75973578E9
retail,SKU-09585,SHP-0000910,1,0,280,58.8,221.2,1.759737778E9
marketplace,SKU-07702,SHP-0017701,1,0,280,58.8,221.2,1.759779005E9
online,SKU-03469,SHP-0014549,1,0,280,58.8,221.2,1.759791558E9
online,SKU-01065,SHP-0024469,1,0,280,58.8,221.2,1.759792095E9
online,SKU-02130,SHP-0021604,1,0,280,58.8,221.2,1.73250016E9
marketplace,SKU-02497,SHP-0000421,1,0,280,58.8,221.2,1.732501774E9
online,SKU-08057,SHP-0000344,1,0,280,58.8,221.2,1.732520034E9
retail,SKU-05107,SHP-0011633,1,0,280,58.8,221.2,1.732523454E9
online,SKU-01065,SHP-0015191,1,0,280,58.8,221.2,1.732544313E9
retail,SKU-02497,SHP-0002722,1,1,280,58.8,221.2,1.732556578E9
online,SKU-01065,SHP-0020479,1,0,280,58.8,221.2,1.76446483E9
online,SKU-09631,SHP-0014977,1,1,280,58.8,221.2,1.764527804E9
online,SKU-05107,SHP-0005488,1,0,280,58.8,221.2,1.76454701E9
online,SKU-09631,SHP-0005947,1,0,280,58.8,221.2,1.776750673E9
retail,SKU-01065,SHP-0004649,1,0,280,58.8,221.2,1.772331274E9
retail,SKU-01065,SHP-0021617,1,0,280,58.8,221.2,1.772333211E9
retail,SKU-01677,SHP-0025574,1,0,280,58.8,221.2,1.77233332E9
online,SKU-04135,SHP-0024243,1,0,280,58.8,221.2,1.772377286E9
online,SKU-08396,SHP-0021835,1,1,280,58.8,221.2,1.772384382E9
online,SKU-01065,SHP-0019706,1,0,280,58.8,221.2,1.770510391E9
online,SKU-04424,SHP-0026797,1,0,280,58.8,221.2,1.770537568E9
online,SKU-07824,SHP-0013402,1,0,280,58.8,221.2,1.770594449E9
online,SKU-98025,SHP-0004893,1,0,280,58.8,221.2,1.760929612E9
online,SKU-02130,SHP-0013365,1,0,280,58.8,221.2,1.760948263E9
online,SKU-04424,SHP-0008110,1,0,280,58.8,221.2,1.760955888E9
online,SKU-08101,SHP-0000212,1,0,280,58.8,221.2,1.76100076E9
marketplace,SKU-01065,SHP-0025373,1,0,280,58.8,221.2,1.761002736E9
online,SKU-04135,SHP-0029361,1,0,280,58.8,221.2,1.720690135E9
online,SKU-08101,SHP-0016817,1,0,280,58.8,221.2,1.720698884E9
online,SKU-01065,SHP-0016661,1,0,280,58.8,221.2,1.720714586E9
online,SKU-08101,SHP-0017178,1,0,280,58.8,221.2,1.720719754E9
online,SKU-07824,SHP-0001780,1,0,280,58.8,221.2,1.720724591E9
online,SKU-04424,SHP-0026484,1,0,280,58.8,221.2,1.720725984E9
online,SKU-07702,SHP-0019129,1,1,280,58.8,221.2,1.717469405E9
online,SKU-08101,SHP-0028328,1,0,280,58.8,221.2,1.717474871E9
online,SKU-02497,SHP-0010251,1,0,280,58.8,221.2,1.717480034E9
online,SKU-08101,SHP-0028117,1,0,280,58.8,221.2,1.717488694E9
online,SKU-02130,SHP-0021203,1,0,280,58.8,221.2,1.717499909E9
retail,SKU-05107,SHP-0027153,1,0,280,58.8,221.2,1.749169656E9
retail,SKU-02497,SHP-0015088,1,0,280,58.8,221.2,1.749194969E9
online,SKU-08101,SHP-0001023,1,0,280,58.8,221.2,1.749218171E9
online,SKU-04135,SHP-0022292,1,0,280,58.8,221.2,1.749220382E9
retail,SKU-09585,SHP-0000573,1,0,280,58.8,221.2,1.749226076E9
online,SKU-02130,SHP-0005360,1,0,280,58.8,221.2,1.74922693E9
retail,SKU-04424,SHP-0006958,1,0,280,58.8,221.2,1.749249285E9
online,SKU-01677,SHP-0019237,1,0,280,58.8,221.2,1.758870147E9
online,SKU-04135,SHP-0028845,1,1,280,58.8,221.2,1.75890805E9
retail,SKU-01677,SHP-0018073,1,0,280,58.8,221.2,1.758914297E9
online,SKU-02130,SHP-0008568,1,1,280,58.8,221.2,1.758915401E9
online,SKU-08101,SHP-0012404,1,0,280,58.8,221.2,1.772850945E9
online,SKU-04882,SHP-0002750,1,0,280,58.8,221.2,1.772864897E9
online,SKU-08396,SHP-0013483,1,0,280,58.8,221.2,1.772906167E9
online,SKU-07702,SHP-0002569,1,0,280,58.8,221.2,1.772916485E9
online,SKU-04882,SHP-0027550,1,0,280,58.8,221.2,1.776125832E9
retail,SKU-04135,SHP-0009347,1,0,280,58.8,221.2,1.776130516E9
online,SKU-01065,SHP-0000978,1,0,280,58.8,221.2,1.776135939E9
marketplace,SKU-02497,SHP-0017456,1,0,280,58.8,221.2,1.776149253E9
marketplace,SKU-02497,SHP-0000980,1,0,280,58.8,221.2,1.77616421E9
retail,SKU-08101,SHP-9074014,1,0,280,58.8,221.2,1.776174617E9
online,SKU-09631,SHP-0012966,1,0,280,58.8,221.2,1.77619262E9
online,SKU-09585,SHP-0001209,1,0,280,58.8,221.2,1.769791849E9
retail,SKU-08396,SHP-0021056,1,1,280,58.8,221.2,1.749370093E9
retail,SKU-09585,SHP-0007687,1,0,280,58.8,221.2,1.749373502E9
online,SKU-04424,SHP-0013887,1,0,280,58.8,221.2,1.749378714E9
online,SKU-09585,SHP-0026070,1,0,280,58.8,221.2,1.749388485E9
retail,SKU-04424,SHP-0005710,1,0,280,58.8,221.2,1.749395875E9
online,SKU-04135,SHP-0020792,1,0,280,58.8,221.2,1.764298515E9
marketplace,SKU-04424,SHP-0018912,1,0,280,58.8,221.2,1.76430195E9
retail,SKU-07702,SHP-0013120,1,0,280,58.8,221.2,1.76432804E9
online,SKU-04882,SHP-0020008,1,0,280,58.8,221.2,1.764339648E9
online,SKU-08057,SHP-0009286,1,0,280,58.8,221.2,1.764354876E9
online,SKU-08057,SHP-0019518,1,0,280,58.8,221.2,1.764358544E9
marketplace,SKU-04424,SHP-0025412,1,0,280,58.8,221.2,1.764367355E9
online,SKU-04135,SHP-0016997,1,0,280,58.8,221.2,1.717234683E9
online,SKU-07824,SHP-0016369,1,1,280,58.8,221.2,1.717283729E9
online,SKU-08101,SHP-0020198,1,0,280,58.8,221.2,1.722569902E9
online,SKU-01677,SHP-0020692,1,0,280,58.8,221.2,1.72257589E9
online,SKU-01065,SHP-0020654,1,1,280,58.8,221.2,1.722587422E9
online,SKU-08396,SHP-0006209,1,0,280,58.8,221.2,1.722612689E9
online,SKU-01065,SHP-0016171,1,1,280,58.8,221.2,1.773804634E9
online,SKU-07702,SHP-0003227,1,0,280,58.8,221.2,1.773865048E9
online,SKU-01065,SHP-0022300,1,0,280,58.8,221.2,1.77704282E9
online,SKU-04424,SHP-0012619,1,0,280,58.8,221.2,1.777048763E9
retail,SKU-01677,SHP-0020936,1,0,280,58.8,221.2,1.777069982E9
online,SKU-01065,SHP-0017155,1,0,280,58.8,221.2,1.776819483E9
online,SKU-05107,SHP-0010437,1,1,280,58.8,221.2,1.776859654E9
online,SKU-03469,SHP-0003244,1,0,280,58.8,221.2,1.77687973E9
retail,SKU-08057,SHP-0002902,1,0,280,58.8,221.2,1.772785947E9
online,SKU-03469,SHP-0026264,1,0,280,58.8,221.2,1.772832779E9
online,SKU-04424,SHP-0013619,1,1,280,58.8,221.2,1.772824223E9
online,SKU-02130,SHP-0021245,1,0,280,58.8,221.2,1.773339216E9
online,SKU-08057,SHP-0001525,1,0,280,58.8,221.2,1.773358929E9
online,SKU-07824,SHP-0026447,1,0,280,58.8,221.2,1.772415181E9
retail,SKU-07702,SHP-0018138,1,1,280,58.8,221.2,1.772417477E9
online,SKU-03469,SHP-0008978,1,0,280,58.8,221.2,1.772424647E9
online,SKU-02130,SHP-0012792,1,0,280,58.8,221.2,1.772443896E9
online,SKU-09585,SHP-0014588,1,0,280,58.8,221.2,1.772473311E9
online,SKU-08101,SHP-0005571,1,0,280,58.8,221.2,1.7724793E9
retail,SKU-08396,SHP-0021972,1,0,280,58.8,221.2,1.772482843E9
online,SKU-08101,SHP-0005332,1,0,280,58.8,221.2,1.741420855E9
online,SKU-03469,SHP-0010740,1,0,280,58.8,221.2,1.741423012E9
online,SKU-04135,SHP-0020188,1,0,280,58.8,221.2,1.741440751E9
